"","kingdom","phylum","order","family","genus"
"ASV3707","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV3708","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV371","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chishuiella"
"ASV3711","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonas"
"ASV37130","Bacteria","Firmicutes","Bacillales","Staphylococcaceae","Staphylococcus"
"ASV372","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV37252","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV37255","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV373","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV37318","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV37351","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV3736","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Vitreoscilla"
"ASV3737","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV374","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Sodalis"
"ASV37406","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV3744","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV3745","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV3749","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV375","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV3751","Bacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"ASV3752","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV3754","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV376","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV3764","Bacteria","Firmicutes","Clostridiales","Clostridiales spc","Clostridiales spc"
"ASV37666","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV377","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV3778","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV378","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV37801","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV37811","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV3783","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV37893","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV37895","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV38","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"ASV380","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV3800","Bacteria","Proteobacteria","Burkholderiales","Oxalobacteraceae","Massilia"
"ASV38018","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV38039","Bacteria","Firmicutes","Clostridiales","Peptostreptococcaceae","Peptostreptococcus"
"ASV38047","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV38054","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV38056","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV381","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV382","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV3822","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV383","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Izhakiella"
"ASV38388","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV38421","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"ASV3845","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV3849","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV385","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV38501","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV38507","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV38534","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV386","Bacteria","Proteobacteria","Rhizobiales","Rhizobiaceae","Agrobacterium"
"ASV3862","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV38636","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Levilactobacillus"
"ASV3864","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria"
"ASV3866","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Yersinia"
"ASV3868","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV387","Bacteria","Firmicutes","Culicoidibacterales","Culicoidibacterales spc","Culicoidibacterales spc"
"ASV38708","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV38731","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV388","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV38898","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"ASV389","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV38900","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV38901","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV3891","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV38912","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV38978","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV38997","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae spc"
"ASV39","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV390","Bacteria","Bacteroidetes","Bacteroidales","Porphyromonadaceae","Tannerella"
"ASV392","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV39258","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV39264","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV39274","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV393","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV3934","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV39394","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV394","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV3945","Bacteria","Actinobacteria","Actinomycetales","Actinomycetaceae","Actinomyces"
"ASV3947","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV395","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV39532","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Faecalibacterium"
"ASV396","Bacteria","Proteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"ASV39657","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV397","Bacteria","Proteobacteria","Aeromonadales","Aeromonadaceae","Aeromonas"
"ASV39722","Bacteria","Proteobacteria","Rhizobiales","Rhizobiales spc","Rhizobiales spc"
"ASV39779","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV39784","Bacteria","Firmicutes","Lactobacillales","Lactobacillales spc","Lactobacillales spc"
"ASV3980","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Liquorilactobacillus"
"ASV3982","Bacteria","Actinobacteria","Coriobacteriales","Atopobiaceae","Atopobiaceae spc"
"ASV399","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriales spc","Flavobacteriales spc"
"ASV39904","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV3992","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Wohlfahrtiimonas"
"ASV4","Bacteria","Proteobacteria","Enterobacterales","Erwiniaceae","Pantoea"
"ASV40","Bacteria","Proteobacteria","Rickettsiales","Anaplasmataceae","Wolbachia"
"ASV4000","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV40021","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV4004","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV40047","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV40054","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Cedecea"
"ASV401","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV40168","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Halomonadaceae spc"
"ASV40201","Bacteria","Firmicutes","Clostridiales","Clostridiales spc","Clostridiales spc"
"ASV40203","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV40204","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV4022","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV40246","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV40269","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV40279","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV40303","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV40328","Bacteria","Proteobacteria","Orbales","Orbaceae","Orbaceae spc"
"ASV40357","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV40374","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV4038","Bacteria","Campilobacterota","Campylobacterales","Arcobacteraceae","Aliarcobacter"
"ASV404","Bacteria","Firmicutes","Clostridiales","Tissierellaceae","Tissierella"
"ASV405","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV40531","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4055","Bacteria","Bacteroidetes","Flavobacteriales","Flavobacteriaceae","Myroides"
"ASV40550","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV40555","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV406","Bacteria","Proteobacteria","Burkholderiales","Burkholderiaceae","Ralstonia"
"ASV40653","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Escherichia-Shigella"
"ASV40657","Bacteria","Firmicutes","Clostridiales","Peptoniphilaceae","Peptoniphilus"
"ASV40679","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV408","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Philodulcilactobacillus"
"ASV4082","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV409","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV40900","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV40947","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV40959","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV4097","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV41","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV410","Bacteria","Proteobacteria","Enterobacterales","Pectobacteriaceae","Brenneria"
"ASV41047","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV411","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV4110","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV41110","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV41127","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV41130","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV4114","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV412","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Leuconostoc"
"ASV41240","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4125","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Stenotrophomonas"
"ASV41250","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV41270","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Saccharibacter"
"ASV413","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV4139","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV414","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Apilactobacillus"
"ASV41408","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Klebsiella"
"ASV4145","Bacteria","Bacteroidetes","Bacteroidales","Bacteroidales spc","Bacteroidales spc"
"ASV415","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Candidatus-Soleaferrea"
"ASV4155","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV41577","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV416","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV4165","Bacteria","Proteobacteria","Desulfovibrionales","Desulfovibrionaceae","Desulfovibrio"
"ASV41652","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV41667","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4167","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV41685","Bacteria","Actinobacteria","Mycobacteriales","Corynebacteriaceae","Corynebacterium"
"ASV41692","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Entomomonas"
"ASV4170","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV41701","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4172","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV4173","Bacteria","Actinobacteria","Acidothermales","Acidothermaceae","Acidothermus"
"ASV41798","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV4182","Bacteria","Firmicutes","Clostridiales","Ruminococcaceae","Faecalibacterium"
"ASV419","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Delftia"
"ASV4196","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV4197","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Biostraticola"
"ASV42","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Yersinia"
"ASV42036","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4208","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV421","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV42162","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV42174","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV42175","Bacteria","Proteobacteria","Rhizobiales","Bartonellaceae","Bartonella"
"ASV422","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV4220","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV4222","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV4224","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV423","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Arsenophonus"
"ASV4237","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV424","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV425","Bacteria","Proteobacteria","Burkholderiales","Burkholderiales spc","Burkholderiales spc"
"ASV4256","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridiaceae spc"
"ASV42612","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV42613","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV42649","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV42653","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV427","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV4275","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV42760","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV428","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Latilactobacillus"
"ASV4280","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV4284","Bacteria","Bacteroidetes","Bacteroidales","Prevotellaceae","Prevotella"
"ASV429","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV42912","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV42919","Bacteria","Firmicutes","Bacillales","Planococcaceae","Kurthia"
"ASV42928","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV42952","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV43","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV430","Bacteria","Proteobacteria","Rhizobiales","Rhizobiales spc","Rhizobiales spc"
"ASV43056","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV4308","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Comamonadaceae spc"
"ASV431","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV4314","Bacteria","Chloroflexi","Chloroflexi spc","Chloroflexi spc","Chloroflexi spc"
"ASV432","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Gluconobacter"
"ASV43206","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV43209","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV43230","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV4326","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Apibacter"
"ASV4327","Bacteria","Firmicutes","Lactobacillales","Enterococcaceae","Enterococcus"
"ASV43281","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV433","Bacteria","Proteobacteria","Orbales","Orbaceae","Gilliamella"
"ASV43309","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV43346","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV43354","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV435","Bacteria","Proteobacteria","Xanthomonadales","Rhodanobacteraceae","Luteibacter"
"ASV4353","Bacteria","Bacteroidetes","Bacteroidales","Bacteroidales spc","Bacteroidales spc"
"ASV43587","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV436","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Streptococcus"
"ASV4364","Bacteria","Chloroflexi","Chloroflexi spc","Chloroflexi spc","Chloroflexi spc"
"ASV43703","Bacteria","Firmicutes","Lactobacillales","Streptococcaceae","Lactococcus"
"ASV43705","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV43720","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV43724","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV438","Bacteria","Proteobacteria","Pseudomonadales","Pseudomonadaceae","Pseudomonas"
"ASV4387","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV43886","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV43894","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillaceae spc"
"ASV44","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV4400","Bacteria","Actinobacteria","Coriobacteriales","Coriobacteriales spc","Coriobacteriales spc"
"ASV4406","Bacteria","Firmicutes","Clostridiales","Clostridiaceae","Clostridium"
"ASV44187","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV442","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV44288","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV443","Bacteria","Campilobacterota","Campylobacterales","Arcobacteraceae","Aliarcobacter"
"ASV44301","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4435","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Propionispira"
"ASV44383","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacteraceae spc"
"ASV44400","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV4443","Bacteria","Bacteroidetes","Flavobacteriales","Weeksellaceae","Chryseobacterium"
"ASV4446","Bacteria","Tenericutes","Entomoplasmatales","Spiroplasmataceae","Spiroplasma"
"ASV44541","Bacteria","Proteobacteria","Neisseriales","Neisseriaceae","Snodgrassella"
"ASV44545","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
"ASV4455","Bacteria","Proteobacteria","Burkholderiales","Burkholderiaceae","Burkholderia"
"ASV4457","Bacteria","Firmicutes","Clostridiales","Lachnospiraceae","Blautia"
"ASV44584","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV446","Bacteria","Proteobacteria","Xanthomonadales","Xanthomonadaceae","Ignatzschineria"
"ASV4460","Bacteria","Firmicutes","Firmicutes spc","Firmicutes spc","Firmicutes spc"
"ASV4461","Bacteria","Fusobacteria","Fusobacteriales","Leptotrichiaceae","Sebaldella"
"ASV44616","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV44699","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV447","Bacteria","Proteobacteria","Enterobacterales","Morganellaceae","Proteus"
"ASV4477","Bacteria","Proteobacteria","Sphingomonadales","Sphingomonadaceae","Sphingomonas"
"ASV4483","Bacteria","Bacteroidetes","Bacteroidales","Dysgonomonadaceae","Dysgonomonas"
"ASV4486","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Ligilactobacillus"
"ASV44878","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Acetobacter"
"ASV44894","Bacteria","Proteobacteria","Rhizobiales","Rhizobiales spc","Rhizobiales spc"
"ASV44927","Bacteria","Proteobacteria","Enterobacterales","Yersiniaceae","Serratia"
"ASV44989","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV450","Bacteria","Firmicutes","Erysipelotrichales","Erysipelotrichaceae","Erysipelotrichaceae spc"
"ASV4500","Bacteria","Proteobacteria","Burkholderiales","Comamonadaceae","Xenophilus"
"ASV4506","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV45177","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV45185","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV452","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacterium"
"ASV45207","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV453","Bacteria","Proteobacteria","Enterobacterales","Enterobacteriaceae","Pluralibacter"
"ASV45349","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Selenomonadaceae spc"
"ASV454","Bacteria","Firmicutes","Selenomonadales","Selenomonadaceae","Pectinatus"
"ASV4540","Bacteria","Proteobacteria","Rhodospirillales","Acetobacteraceae","Commensalibacter"
"ASV45458","Bacteria","Proteobacteria","Proteobacteria spc","Proteobacteria spc","Proteobacteria spc"
"ASV4547","Bacteria","Actinobacteria","Acidothermales","Acidothermaceae","Acidothermus"
"ASV455","Bacteria","Proteobacteria","Oceanospirillales","Halomonadaceae","Zymobacter"
"ASV4553","Bacteria","Actinobacteria","Bifidobacteriales","Bifidobacteriaceae","Bifidobacteriaceae spc"
"ASV45554","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Lactobacillus"
"ASV456","Bacteria","Firmicutes","Acidaminococcales","Acidaminococcales spc","Acidaminococcales spc"
"ASV4560","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV4562","Bacteria","Proteobacteria","Sphingomonadales","Erythrobacteraceae","Novosphingobium"
"ASV45659","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Fructobacillus"
"ASV45675","Bacteria","Proteobacteria","Pseudomonadales","Moraxellaceae","Acinetobacter"
"ASV457","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Secundilactobacillus"
"ASV4572","Bacteria","Firmicutes","Lactobacillales","Lactobacillaceae","Bombilactobacillus"
"ASV4579","Bacteria","Proteobacteria","Enterobacterales","Enterobacterales spc","Enterobacterales spc"
