"","project","name_old","study","no","chip","well","plate","sampleID","type","subtype","controltype","collector","host_order","host_family","host_subfamily","host_tribe","host_genus","group_tree","host_species","sex","location","sublocation","country","weight","date","year","month","day","month_day","kw","BOLD_ID","note","plot_ID","elevation","temp_week","latitude","longitude","state.province","region","sector","habitat","sample_day","CFU_Caput","CFU_Thorax","CFU_Abdomen","logCFU","tissue","CFUamount","storage","description","tag","genus_tag","group","treatment","PCR","Accession","Tax.ID","BioProject","time","exact_site","trap","bc_family","bc_genus","bc_species","combined_genus","genus_tree","group_tree.1","sample_id","is.neg","is.pos"
"A4.100.20221113.00986_S74","16S_AW_Butterfly_Peru_bees","A4_100_20221113_00986","Bees",NA,"A4_bees_3","C12",11,"986","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Paucartambo","Tono","Peru","","20221113",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1100,"Tono","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_100_20221113_00986",FALSE,FALSE
"A4.100.20221113.00988_S76","16S_AW_Butterfly_Peru_bees","A4_100_20221113_00988","Bees",NA,"A4_bees_3","D2",11,"988","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Megalopta","Megalopta","","","Paucartambo","Tono","Peru","","20221113",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Halictidae_nocturnal","","","",NA,"",1900,"Tono","Light trap","","","","Megalopta","Megalopta","Megalopta","A4_100_20221113_00988",FALSE,FALSE
"A4.100.20221115.00967_S55","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00967","Bees",NA,"A4_bees_3","B5",11,"967","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Meliponini","Meliponini","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting",NA,NA,NA,NA,"Meliponini","Meliponini","A4_100_20221115_00967",FALSE,FALSE
"A4.100.20221115.00968_S56","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00968","Bees",NA,"A4_bees_3","B6",11,"968","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_100_20221115_00968",FALSE,FALSE
"A4.100.20221115.00969_S58","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00969","Bees",NA,"A4_bees_3","B7",11,"969","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_100_20221115_00969",FALSE,FALSE
"A4.100.20221115.00970_S59","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00970","Bees",NA,"A4_bees_3","B8",11,"970","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_100_20221115_00970",FALSE,FALSE
"A4.100.20221115.00971_S60","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00971","Bees",NA,"A4_bees_3","B9",11,"971","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_100_20221115_00971",FALSE,FALSE
"A4.100.20221115.00972_S61","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00972","Bees",NA,"A4_bees_3","B10",11,"972","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Trigona","Trigona_amazonensis","Trigona","Trigona","Trigona","A4_100_20221115_00972",FALSE,FALSE
"A4.100.20221115.00976_S66","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00976","Bees",NA,"A4_bees_3","C2",11,"976","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","","",NA,"Trigona","Trigona","A4_100_20221115_00976",FALSE,FALSE
"A4.100.20221115.00977_S67","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00977","Bees",NA,"A4_bees_3","C3",11,"977","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_100_20221115_00977",FALSE,FALSE
"A4.100.20221115.00978_S68","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00978","Bees",NA,"A4_bees_3","C4",11,"978","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Partamona","Partamona_bilineata","Partamona","Partamona","Partamona","A4_100_20221115_00978",FALSE,FALSE
"A4.100.20221115.00979_S69","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00979","Bees",NA,"A4_bees_3","C5",11,"979","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_100_20221115_00979",FALSE,FALSE
"A4.100.20221115.00980_S70","16S_AW_Butterfly_Peru_bees","A4_100_20221115_00980","Bees",NA,"A4_bees_3","C6",11,"980","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Nanotrigona","Nanotrigona","","","Paucartambo","Tono","Peru","","20221115",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Nanotrigona","Nanotrigona","Nanotrigona","Nanotrigona","Nanotrigona","A4_100_20221115_00980",FALSE,FALSE
"A4.100.20221116.00919_S15","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00919","Bees",NA,"A4_bees_3","F4",10,"919","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Euglossini","Eulaema","Eulaema","bombiformis","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Euglossini","","","",NA,"",1100,"Tono","netting","Apidae","Eulaema","Eulaema_leucopyga","Eulaema","Eulaema","Eulaema","A4_100_20221116_00919",FALSE,FALSE
"A4.100.20221116.00920_S16","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00920","Bees",NA,"A4_bees_3","F5",10,"920","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Scaura","Scaura_atlantica","Scaura","Scaura atlantica","Scaura","A4_100_20221116_00920",FALSE,FALSE
"A4.100.20221116.00921_S17","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00921","Bees",NA,"A4_bees_3","F6",10,"921","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Scaura","Scaura_atlantica","Scaura","Scaura atlantica","Scaura","A4_100_20221116_00921",FALSE,FALSE
"A4.100.20221116.00982_S72","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00982","Bees",NA,"A4_bees_3","C8",11,"982","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Ptilotrigona","Ptilotrigona","","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Ptilotrigona","","Ptilotrigona","Ptilotrigona","Ptilotrigona","A4_100_20221116_00982",FALSE,FALSE
"A4.100.20221116.00989_S77","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00989","Bees",NA,"A4_bees_3","D3",11,"989","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Euglossini","Eulaema","Eulaema","bombiformis","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Euglossini","","","",NA,"",1100,"Tono","netting",NA,NA,NA,"Eulaema","Eulaema","Eulaema","A4_100_20221116_00989",FALSE,FALSE
"A4.100.20221116.00990_S78","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00990","Bees",NA,"A4_bees_3","D4",11,"990","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Scaura","Scaura_atlantica","Scaura","Scaura atlantica","Scaura","A4_100_20221116_00990",FALSE,FALSE
"A4.100.20221116.00991_S79","16S_AW_Butterfly_Peru_bees","A4_100_20221116_00991","Bees",NA,"A4_bees_3","D5",11,"991","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Paucartambo","Tono","Peru","","20221116",NA,NA,NA,NA,NA,"","","100",1000,20.17682771,"-12.95908 S","-71.56586 W","Paucartambo","","Kosnipata","forest, closed canopy",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1100,"Tono","netting","Apidae","Scaura","Scaura_atlantica","Scaura","Scaura atlantica","Scaura","A4_100_20221116_00991",FALSE,FALSE
"A4.105.20220924.00082_S307","16S_AW_Butterfly_Peru_bees","A4_105_20220924_00082","Bees",NA,"A4_bees_1","G9",1,"82","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Megalopta","Megalopta","","","Paucartambo","Quita Calzon","Peru","","20220924",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Halictidae_nocturnal","","","",NA,"",1900,"Quita Calzon","netting","","","","Megalopta","Megalopta","Megalopta","A4_105_20220924_00082",FALSE,FALSE
"A4.105.20221021.00423_S42","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00423","Bees",NA,"A4_bees_2","D7",5,"423","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Quita Calzon","netting","Apidae","","",NA,"Trigona","Trigona","A4_105_20221021_00423",FALSE,FALSE
"A4.105.20221021.00424_S44","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00424","Bees",NA,"A4_bees_2","D8",5,"424","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00424",FALSE,FALSE
"A4.105.20221021.00425_S45","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00425","Bees",NA,"A4_bees_2","D9",5,"425","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00425",FALSE,FALSE
"A4.105.20221021.00426_S46","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00426","Bees",NA,"A4_bees_2","D10",5,"426","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Scaura","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Quita Calzon","netting","Apidae","Scaura","Scaura atlantica","Apis.Scaura","Scaura atlantica","Scaura","A4_105_20221021_00426",FALSE,FALSE
"A4.105.20221021.00498_S94","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00498","Bees",NA,"A4_bees_2","B11",6,"498","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_105_20221021_00498",FALSE,FALSE
"A4.105.20221021.00499_S95","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00499","Bees",NA,"A4_bees_2","B12",6,"499","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_105_20221021_00499",FALSE,FALSE
"A4.105.20221021.00500_S97","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00500","Bees",NA,"A4_bees_2","C1",6,"500","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_105_20221021_00500",FALSE,FALSE
"A4.105.20221021.00501_S98","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00501","Bees",NA,"A4_bees_2","C2",6,"501","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_105_20221021_00501",FALSE,FALSE
"A4.105.20221021.00502_S100","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00502","Bees",NA,"A4_bees_2","C3",6,"502","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Partamona","Partamona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","Light trap","Apidae","Melipona","Melipona_quadrifasciata","Melipona","Partamona","Partamona","A4_105_20221021_00502",FALSE,FALSE
"A4.105.20221021.00525_S104","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00525","Bees",NA,"A4_bees_2","E2",6,"525","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00525",FALSE,FALSE
"A4.105.20221021.00526_S105","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00526","Bees",NA,"A4_bees_2","E3",6,"526","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00526",FALSE,FALSE
"A4.105.20221021.00527_S106","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00527","Bees",NA,"A4_bees_2","E4",6,"527","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00527",FALSE,FALSE
"A4.105.20221021.00528_S107","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00528","Bees",NA,"A4_bees_2","E5",6,"528","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00528",FALSE,FALSE
"A4.105.20221021.00529_S108","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00529","Bees",NA,"A4_bees_2","E6",6,"529","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00529",FALSE,FALSE
"A4.105.20221021.00530_S109","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00530","Bees",NA,"A4_bees_2","E7",6,"530","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera melifera","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00530",FALSE,FALSE
"A4.105.20221021.00531_S110","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00531","Bees",NA,"A4_bees_2","E8",6,"531","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera melifera","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00531",FALSE,FALSE
"A4.105.20221021.00532_S111","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00532","Bees",NA,"A4_bees_2","E9",6,"532","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera melifera","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_105_20221021_00532",FALSE,FALSE
"A4.105.20221021.00534_S113","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00534","Bees",NA,"A4_bees_2","E11",6,"534","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Trigona","Trigona_amalthea","Trigona","Trigona","Trigona","A4_105_20221021_00534",FALSE,FALSE
"A4.105.20221021.00536_S115","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00536","Bees",NA,"A4_bees_2","F1",6,"536","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Trigona","Trigona_amazonensis","Trigona","Trigona","Trigona","A4_105_20221021_00536",FALSE,FALSE
"A4.105.20221021.00537_S116","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00537","Bees",NA,"A4_bees_2","F2",6,"537","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Trigona","Trigona_amazonensis","Trigona","Trigona amazonensis","Trigona","A4_105_20221021_00537",FALSE,FALSE
"A4.105.20221021.00538_S117","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00538","Bees",NA,"A4_bees_2","F3",6,"538","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Trigona","Trigona_amazonensis","Trigona","Trigona","Trigona","A4_105_20221021_00538",FALSE,FALSE
"A4.105.20221021.00539_S119","16S_AW_Butterfly_Peru_bees","A4_105_20221021_00539","Bees",NA,"A4_bees_2","F4",6,"539","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Paucartambo","Quita Calzon","Peru","","20221021",NA,NA,NA,NA,NA,"","","105",1050,19.37146478,"-13,02592 S","-71,49961 W","Paucartambo","","Kosnipata","open canopy, road",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Quita Calzon","netting","Apidae","Trigona","Trigona_amazonensis","Trigona","Trigona","Trigona","A4_105_20221021_00539",FALSE,FALSE
