"","project","name_old","study","no","chip","well","plate","sampleID","type","subtype","controltype","collector","host_order","host_family","host_subfamily","host_tribe","host_genus","group_tree","host_species","sex","location","sublocation","country","weight","date","year","month","day","month_day","kw","BOLD_ID","note","plot_ID","elevation","temp_week","latitude","longitude","state.province","region","sector","habitat","sample_day","CFU_Caput","CFU_Thorax","CFU_Abdomen","logCFU","tissue","CFUamount","storage","description","tag","genus_tag","group","treatment","PCR","Accession","Tax.ID","BioProject","time","exact_site","trap","bc_family","bc_genus","bc_species","combined_genus","genus_tree","group_tree.1","sample_id","is.neg","is.pos"
"A4.29.20221124.01296_S344","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01296","Bees",NA,"A4_bees_4","F1",14,"1296","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Meliponini","Meliponini","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting",NA,NA,NA,NA,"Meliponini","Meliponini","A4_29_20221124_01296",FALSE,FALSE
"A4.29.20221124.01297_S346","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01297","Bees",NA,"A4_bees_4","F2",14,"1297","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_29_20221124_01297",FALSE,FALSE
"A4.29.20221124.01298_S347","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01298","Bees",NA,"A4_bees_4","F3",14,"1298","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_29_20221124_01298",FALSE,FALSE
"A4.29.20221124.01299_S348","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01299","Bees",NA,"A4_bees_4","F4",14,"1299","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_29_20221124_01299",FALSE,FALSE
"A4.29.20221124.01300_S349","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01300","Bees",NA,"A4_bees_4","F5",14,"1300","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Trigona","","Trigona","Trigona","Trigona","A4_29_20221124_01300",FALSE,FALSE
"A4.29.20221124.01301_S350","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01301","Bees",NA,"A4_bees_4","F6",14,"1301","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Trigona","Trigona","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","","",NA,"Trigona","Trigona","A4_29_20221124_01301",FALSE,FALSE
"A4.29.20221124.01302_S351","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01302","Bees",NA,"A4_bees_4","F7",14,"1302","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Scaura","Scaura_latitarsis","Scaura","Scaura latitarsis","Scaura","A4_29_20221124_01302",FALSE,FALSE
"A4.29.20221124.01303_S353","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01303","Bees",NA,"A4_bees_4","F8",14,"1303","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Scaura","Scaura","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Scaura","Scaura_latitarsis","Scaura","Scaura latitarsis","Scaura","A4_29_20221124_01303",FALSE,FALSE
"A4.29.20221124.01304_S354","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01304","Bees",NA,"A4_bees_4","F9",14,"1304","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01304",FALSE,FALSE
"A4.29.20221124.01305_S355","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01305","Bees",NA,"A4_bees_4","F10",14,"1305","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01305",FALSE,FALSE
"A4.29.20221124.01306_S356","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01306","Bees",NA,"A4_bees_4","F11",14,"1306","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01306",FALSE,FALSE
"A4.29.20221124.01307_S357","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01307","Bees",NA,"A4_bees_4","F12",14,"1307","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01307",FALSE,FALSE
"A4.29.20221124.01308_S358","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01308","Bees",NA,"A4_bees_4","G1",14,"1308","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01308",FALSE,FALSE
"A4.29.20221124.01309_S359","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01309","Bees",NA,"A4_bees_4","G2",14,"1309","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Los Amigos Biological field station","netting","Apidae","Plebeia","Plebeia_BOL01","Plebeia","Plebeia","Plebeia","A4_29_20221124_01309",FALSE,FALSE
"A4.29.20221124.01310_S360","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01310","Bees",NA,"A4_bees_4","G3",14,"1310","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Los Amigos Biological field station","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_29_20221124_01310",FALSE,FALSE
"A4.29.20221124.01311_S362","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01311","Bees",NA,"A4_bees_4","G4",14,"1311","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Augochloropsis","Augochloropsis","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Los Amigos Biological field station","netting","Halictidae","Augochloropsis","Augochloropsis_BOL01","Augochloropsis","Augochloropsis","Augochloropsis","A4_29_20221124_01311",FALSE,FALSE
"A4.29.20221124.01312_S363","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01312","Bees",NA,"A4_bees_4","G5",14,"1312","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Los Amigos Biological field station","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_29_20221124_01312",FALSE,FALSE
"A4.29.20221124.01313_S364","16S_AW_Butterfly_Peru_bees","A4_29_20221124_01313","Bees",NA,"A4_bees_4","G6",14,"1313","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221124",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",9000,"Los Amigos Biological field station","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_29_20221124_01313",FALSE,FALSE
"A4.29.20221125.01095_S144","16S_AW_Butterfly_Peru_bees","A4_29_20221125_01095","Bees",NA,"A4_bees_3","E2",12,"1095","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Megalopta","Megalopta","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221125",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_nocturnal","","","",NA,"",1900,"Los Amigos Biological field station","Light trap","","","","Megalopta","Megalopta","Megalopta","A4_29_20221125_01095",FALSE,FALSE
"A4.29.20221125.01096_S145","16S_AW_Butterfly_Peru_bees","A4_29_20221125_01096","Bees",NA,"A4_bees_3","E3",12,"1096","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Megalopta","Megalopta","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221125",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_nocturnal","","","",NA,"",1900,"Los Amigos Biological field station","Light trap","","","","Megalopta","Megalopta","Megalopta","A4_29_20221125_01096",FALSE,FALSE
"A4.29.20221125.01097_S146","16S_AW_Butterfly_Peru_bees","A4_29_20221125_01097","Bees",NA,"A4_bees_3","E4",12,"1097","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Megalopta","Megalopta","","","Madre de Dios","Los Amigos Biological field station","Peru","","20221125",NA,NA,NA,NA,NA,"","","29",290,24.20851892,"-12.56257 S","-70.09663 W","Madre de Dios","","Manu"," mature forest, closed canopy, big trees",NA,NA,NA,NA,NA,"","","","","","","Halictidae_nocturnal","","","",NA,"",1900,"Los Amigos Biological field station","Light trap","","","","Megalopta","Megalopta","Megalopta","A4_29_20221125_01097",FALSE,FALSE
"A4.300.20221008.00268_S317","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00268","Bees",NA,"A4_bees_1","D1",2,"268","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",9000,"Wayqecha","netting","Apidae","Bombus","Bombus hortulanus","Bombus","Bombus hortulanus","Bombus","A4_300_20221008_00268",FALSE,FALSE
"A4.300.20221008.00269_S319","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00269","Bees",NA,"A4_bees_1","D2",2,"269","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_300_20221008_00269",FALSE,FALSE
"A4.300.20221008.00270_S320","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00270","Bees",NA,"A4_bees_1","D3",2,"270","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Plebeia","Plebeia","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",9000,"Wayqecha","netting","Apidae","Plebeia","Plebeia_frontalis","Plebeia","Plebeia","Plebeia","A4_300_20221008_00270",FALSE,FALSE
"A4.300.20221008.00274_S323","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00274","Bees",NA,"A4_bees_1","D7",2,"274","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_300_20221008_00274",FALSE,FALSE
"A4.300.20221008.00275_S324","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00275","Bees",NA,"A4_bees_1","D8",2,"275","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_300_20221008_00275",FALSE,FALSE
"A4.300.20221008.00276_S325","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00276","Bees",NA,"A4_bees_1","D9",2,"276","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_300_20221008_00276",FALSE,FALSE
"A4.300.20221008.00277_S326","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00277","Bees",NA,"A4_bees_1","D10",2,"277","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Apini","Apis","Apis","melifera ligustica","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Apis","","","",NA,"",9000,"Wayqecha","netting","Apidae","Apis","Apis melifera","Apis","Apis melifera","Apis","A4_300_20221008_00277",FALSE,FALSE
"A4.300.20221008.00278_S327","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00278","Bees",NA,"A4_bees_1","D11",2,"278","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_300_20221008_00278",FALSE,FALSE
"A4.300.20221008.00281_S330","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00281","Bees",NA,"A4_bees_1","E2",2,"281","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Caenohalictus","Caenohalictus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Caenohalictus","Caenohalictus","A4_300_20221008_00281",FALSE,FALSE
"A4.300.20221008.00282_S332","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00282","Bees",NA,"A4_bees_1","E3",2,"282","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Neocorynura","Neocorynura","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Neocorynura","Neocorynura","A4_300_20221008_00282",FALSE,FALSE
"A4.300.20221008.00283_S333","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00283","Bees",NA,"A4_bees_1","E4",2,"283","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Neocorynura","Neocorynura","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Neocorynura","Neocorynura","A4_300_20221008_00283",FALSE,FALSE
"A4.300.20221008.00286_S336","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00286","Bees",NA,"A4_bees_1","E7",2,"286","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Caenohalictus","Caenohalictus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Caenohalictus","Caenohalictus","A4_300_20221008_00286",FALSE,FALSE
"A4.300.20221008.00287_S337","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00287","Bees",NA,"A4_bees_1","E8",2,"287","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_300_20221008_00287",FALSE,FALSE
"A4.300.20221008.00288_S338","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00288","Bees",NA,"A4_bees_1","E9",2,"288","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Neocorynura","Neocorynura","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Neocorynura","Neocorynura","A4_300_20221008_00288",FALSE,FALSE
"A4.300.20221008.00289_S339","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00289","Bees",NA,"A4_bees_1","E10",2,"289","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Meliponini","Meliponini","Meliponini","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Meliponini","","","",NA,"",1000,"Wayqecha","netting",NA,NA,NA,NA,"Meliponini","Meliponini","A4_300_20221008_00289",FALSE,FALSE
"A4.300.20221008.00290_S1","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00290","Bees",NA,"A4_bees_1","E11",2,"290","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Halictinae","Halictinae","Halictidae_diurnal","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting",NA,NA,NA,NA,"Halictidae_diurnal","Halictidae_diurnal","A4_300_20221008_00290",FALSE,FALSE
"A4.300.20221008.00291_S2","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00291","Bees",NA,"A4_bees_1","E12",2,"291","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Caenohalictus","Caenohalictus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Caenohalictus","Caenohalictus","A4_300_20221008_00291",FALSE,FALSE
"A4.300.20221008.00292_S4","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00292","Bees",NA,"A4_bees_1","F1",2,"292","sample","Bees","","Andrea","Hymenoptera","Halictidae","Halictinae","Augochlorini","Caenohalictus","Caenohalictus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Halictidae_diurnal","","","",NA,"",1000,"Wayqecha","netting","","","",NA,"Caenohalictus","Caenohalictus","A4_300_20221008_00292",FALSE,FALSE
"A4.300.20221008.00293_S5","16S_AW_Butterfly_Peru_bees","A4_300_20221008_00293","Bees",NA,"A4_bees_1","F2",2,"293","sample","Bees","","Andrea","Hymenoptera","Apidae","Apinae","Bombini","Bombus","Bombus","","","Paucartambo","Wayqecha","Peru","","20221008",NA,NA,NA,NA,NA,"","","300",3000,11.08230798,"-13,18991 S","-71,58669 W","Paucartambo","","Kosnipata","Steep, forest, low but mostly closed canopy, nebular forest",NA,NA,NA,NA,NA,"","","","","","","Bombus","","","",NA,"",1100,"Wayqecha","netting","Apidae","Bombus","Bombus hortulanus","Bombus","Bombus hortulanus","Bombus","A4_300_20221008_00293",FALSE,FALSE
